Date,Dealer Code,Daily Sales ($),Prior MTD ($),Current MTD ($),YoY MTD ($),YoY MTD (%)
2024-04-05,D040,3456,59417,62873,64638,-2.73
2024-04-08,D040,5272,91811,97083,95547,1.61
2024-04-15,D040,3282,98231,101513,100057,1.46
2024-04-18,D040,3073,89489,92562,94883,-2.45
2024-04-19,D040,3191,75479,78670,76458,2.89
2024-04-23,D040,6323,88506,94829,92161,2.89
2024-04-30,D040,3294,67527,70821,73366,-3.47
2024-05-09,D040,4619,58512,63131,64789,-2.56
2024-05-10,D040,3578,68594,72172,74134,-2.65
2024-05-22,D040,3204,73168,76372,75543,1.1
2024-05-24,D040,5422,62449,67871,62958,7.8
2024-05-27,D040,6289,78378,84667,80543,5.12
2024-05-28,D040,6502,59524,66026,61722,6.97
2024-06-04,D040,5468,76728,82196,83468,-1.52
2024-06-09,D040,5911,65174,71085,73555,-3.36
2024-06-09,D040,6744,81781,88525,88060,0.53
2024-06-12,D040,3300,86142,89442,86012,3.99
2024-06-21,D040,4358,53283,57641,55950,3.02
2024-06-24,D040,6500,51910,58410,60678,-3.74
2024-06-25,D040,3020,87179,90199,90588,-0.43
2024-07-01,D040,4688,54583,59271,56325,5.23
2024-07-02,D040,5042,54891,59933,57941,3.44
2024-07-02,D040,5551,76543,82094,81206,1.09
2024-07-02,D040,4283,69230,73513,70727,3.94
2024-07-07,D040,6235,97068,103303,102696,0.59
2024-07-10,D040,6105,66047,72152,67568,6.78
2024-07-10,D040,6760,67787,74547,75557,-1.34
2024-07-11,D040,5286,79737,85023,83194,2.2
2024-07-13,D040,6340,53090,59430,55933,6.25
2024-07-13,D040,6932,75117,82049,84691,-3.12
2024-07-19,D040,3106,85194,88300,84995,3.89
2024-07-25,D040,6694,76926,83620,82413,1.46
2024-07-28,D040,3984,65328,69312,64522,7.42
2024-07-31,D040,5126,68133,73259,73584,-0.44
2024-07-31,D040,5767,74300,80067,82730,-3.22
2024-08-01,D040,5018,65090,70108,65385,7.22
2024-08-01,D040,4173,76639,80812,78602,2.81
2024-08-17,D040,3425,83892,87317,84657,3.14
2024-08-19,D040,3050,94168,97218,94941,2.4
2024-08-20,D040,3353,91964,95317,92865,2.64
2024-08-22,D040,3831,85939,89770,90579,-0.89
2024-08-24,D040,3954,60625,64579,65950,-2.08
2024-08-26,D040,6433,51505,57938,55575,4.25
2024-08-31,D040,3898,66459,70357,69031,1.92
2024-09-01,D040,4840,81912,86752,81957,5.85
2024-09-01,D040,5524,95210,100734,103478,-2.65
2024-09-05,D040,6685,74400,81085,76323,6.24
2024-09-10,D040,4211,74904,79115,79524,-0.51
2024-09-11,D040,6996,62742,69738,68539,1.75
2024-09-17,D040,4146,70710,74856,70763,5.78
2024-09-19,D040,4156,97086,101242,98313,2.98
2024-09-20,D040,6772,58711,65483,62748,4.36
2024-09-30,D040,3834,73398,77232,79531,-2.89
2024-10-03,D040,6355,91674,98029,96175,1.93
2024-10-04,D040,4772,70143,74915,75815,-1.19
2024-10-07,D040,4302,77371,81673,84231,-3.04
2024-10-14,D040,5756,63072,68828,68887,-0.09
2024-10-18,D040,6352,69403,75755,75074,0.91
2024-10-20,D040,5469,72467,77936,76066,2.46
2024-10-23,D040,6848,97111,103959,103716,0.23
2024-10-27,D040,5271,99469,104740,105344,-0.57
2024-11-01,D040,4194,57498,61692,58056,6.26
2024-11-06,D040,6702,52939,59641,55545,7.37
2024-11-11,D040,5730,69915,75645,71498,5.8
2024-11-12,D040,4986,99786,104772,105847,-1.02
2024-11-12,D040,5428,97466,102894,104821,-1.84
2024-11-20,D040,4995,97084,102079,98411,3.73
2024-12-01,D040,3639,82940,86579,83913,3.18
2024-12-08,D040,3476,72302,75778,76155,-0.5
2024-12-21,D040,5558,55079,60637,62375,-2.79
2024-12-24,D040,5452,64537,69989,70904,-1.29
2024-12-28,D040,5839,59953,65792,66801,-1.51
2024-12-30,D040,3848,52032,55880,57628,-3.03
2024-01-01,D041,6644,67587,74231,75472,-1.64
2024-01-08,D041,3066,98623,101689,100403,1.28
2024-01-12,D041,3968,99393,103361,102915,0.43
2024-01-13,D041,5257,77364,82621,85225,-3.06
2024-01-17,D041,3359,81966,85325,81316,4.93
2024-01-17,D041,3855,85634,89489,88847,0.72
2024-01-25,D041,4357,61618,65975,68860,-4.19
2024-01-27,D041,5786,83638,89424,88228,1.36
2024-01-28,D041,5182,58392,63574,60615,4.88
2024-02-03,D041,6088,72180,78268,73948,5.84
2024-02-08,D041,6342,91846,98188,98344,-0.16
2024-02-11,D041,5657,56080,61737,59075,4.51
2024-02-11,D041,5350,79092,84442,86173,-2.01
2024-02-15,D041,4017,98651,102668,99967,2.7
2024-02-16,D041,5646,71300,76946,77974,-1.32
2024-02-20,D041,5356,87921,93277,94618,-1.42
2024-02-24,D041,4908,65055,69963,65733,6.44
2024-02-28,D041,5956,77494,83450,85085,-1.92
2024-02-28,D041,5636,80635,86271,82629,4.41
2024-02-29,D041,5376,52775,58151,53515,8.66
2024-03-05,D041,4669,54758,59427,61801,-3.84
2024-03-13,D041,4164,87125,91289,92926,-1.76
2024-03-16,D041,5936,88559,94495,89865,5.15
2024-03-21,D041,5222,67629,72851,70117,3.9
2024-03-22,D041,6545,64256,70801,69999,1.15
2024-03-29,D041,3687,56924,60611,60979,-0.6
2024-04-08,D041,4682,65151,69833,70578,-1.06
2024-04-09,D041,4625,94958,99583,98700,0.89
2024-04-14,D041,4860,56158,61018,58212,4.82
2024-04-21,D041,4253,69551,73804,73807,0
2024-04-24,D041,6878,88912,95790,98238,-2.49
2024-04-27,D041,3665,91168,94833,96882,-2.11
2024-05-07,D041,4718,51778,56496,54704,3.28
2024-05-08,D041,6201,99723,105924,105293,0.6
2024-05-11,D041,3275,60737,64012,59216,8.1
2024-05-11,D041,5019,65919,70938,70619,0.45
2024-05-13,D041,4306,82408,86714,88625,-2.16
2024-05-16,D041,5928,80632,86560,81827,5.78
2024-05-16,D041,3190,80668,83858,85926,-2.41
2024-05-25,D041,5488,75462,80950,81482,-0.65
2024-05-25,D041,3270,98974,102244,104087,-1.77
2024-05-26,D041,3220,60041,63261,65399,-3.27
2024-05-30,D041,3451,93284,96735,92339,4.76
2024-06-06,D041,3568,73984,77552,75385,2.87
2024-06-09,D041,6249,79300,85549,80674,6.04
2024-06-10,D041,3806,51064,54870,56982,-3.71
2024-06-13,D041,4511,76312,80823,76971,5
2024-06-15,D041,5969,85457,91426,87236,4.8
2024-06-21,D041,5377,97322,102699,99348,3.37
2024-06-30,D041,4690,88174,92864,92624,0.26
2024-07-02,D041,6064,50329,56393,58734,-3.99
2024-07-04,D041,6937,86731,93668,91726,2.12
2024-07-05,D041,6276,80635,86911,84176,3.25
2024-07-08,D041,3686,77937,81623,79532,2.63
2024-07-10,D041,3016,53191,56207,58815,-4.43
2024-07-11,D041,3400,76732,80132,76197,5.16
2024-07-14,D041,4804,56704,61508,57537,6.9
2024-07-15,D041,3964,97830,101794,103192,-1.35
2024-07-17,D041,4215,94220,98435,97328,1.14
2024-07-20,D041,5497,84610,90107,91241,-1.24
2024-08-07,D041,3335,63864,67199,68674,-2.15
2024-08-13,D041,4680,93352,98032,93105,5.29
2024-08-14,D041,4394,76762,81156,77157,5.18
2024-08-14,D041,5843,91029,96872,94299,2.73
2024-08-15,D041,4270,77323,81593,83076,-1.79
2024-08-16,D041,6196,75409,81605,77463,5.35
2024-08-16,D041,5317,80523,85840,81899,4.81
2024-08-20,D041,6681,55362,62043,64093,-3.2
2024-08-22,D041,3626,67772,71398,70213,1.69
2024-08-25,D041,6822,51436,58258,56748,2.66
2024-09-01,D041,5566,83539,89105,88433,0.76
2024-09-06,D041,6188,81585,87773,85142,3.09
2024-09-11,D041,5523,66165,71688,73248,-2.13
2024-09-13,D041,5180,98403,103583,100688,2.88
2024-09-15,D041,4762,79048,83810,83525,0.34
2024-09-15,D041,3306,67502,70808,66715,6.14
2024-09-16,D041,6932,98552,105484,101062,4.38
2024-09-19,D041,4759,96062,100821,96283,4.71
2024-09-21,D041,4367,96628,100995,99083,1.93
2024-09-22,D041,6593,53567,60160,58812,2.29
2024-09-22,D041,6669,98127,104796,101551,3.2
2024-09-22,D041,5747,85201,90948,90647,0.33
2024-09-24,D041,5466,52282,57748,58892,-1.94
2024-09-27,D041,4643,53970,58613,58755,-0.24
2024-10-01,D041,3769,74886,78655,73837,6.53
2024-10-11,D041,4297,80958,85255,86962,-1.96
2024-10-30,D041,5220,99385,104605,106813,-2.07
2024-11-06,D041,4855,99831,104686,104434,0.24
2024-11-08,D041,6580,53832,60412,62713,-3.67
2024-11-14,D041,4242,65636,69878,72106,-3.09
2024-11-15,D041,5600,77862,83462,81272,2.69
2024-11-19,D041,6086,51515,57601,53507,7.65
2024-11-25,D041,5486,51155,56641,57751,-1.92
2024-11-29,D041,5269,82808,88077,85250,3.32
2024-11-30,D041,5865,76499,82364,77634,6.09
2024-12-13,D041,3478,63520,66998,63180,6.04
2024-12-17,D041,4859,55892,60751,62419,-2.67
2024-12-18,D041,5963,77424,83387,80076,4.13
2024-12-25,D041,5042,97427,102469,99166,3.33
2024-12-29,D041,5994,56773,62767,61951,1.32
2024-01-04,D042,6601,58498,65099,67568,-3.65
2024-01-06,D042,6102,88596,94698,93883,0.87
2024-01-06,D042,4220,52506,56726,55401,2.39
2024-01-08,D042,3968,64298,68266,65631,4.01
2024-01-12,D042,6310,83328,89638,88501,1.28
2024-01-12,D042,3832,66105,69937,70049,-0.16
2024-01-14,D042,3970,65313,69283,65126,6.38
2024-01-23,D042,4688,82828,87516,87126,0.45
2024-01-26,D042,6096,96473,102569,98919,3.69
2024-01-26,D042,6442,50055,56497,56173,0.58
2024-02-01,D042,4769,94825,99594,102570,-2.9
2024-02-02,D042,3043,83276,86319,83212,3.73
2024-02-02,D042,4993,76123,81116,76319,6.29
2024-02-11,D042,3314,65123,68437,69061,-0.9
2024-02-16,D042,3260,60456,63716,60780,4.83
2024-02-17,D042,3713,87361,91074,87082,4.58
2024-02-21,D042,5559,88076,93635,91396,2.45
2024-02-27,D042,5568,92098,97666,100457,-2.78
2024-03-09,D042,3402,63418,66820,67734,-1.35
2024-03-12,D042,5199,85993,91192,89238,2.19
2024-03-22,D042,5691,60222,65913,61511,7.16
2024-03-25,D042,3213,90056,93269,93066,0.22
2024-03-27,D042,4102,97894,101996,97492,4.62
2024-03-29,D042,5449,93303,98752,99889,-1.14
2024-03-30,D042,3313,60805,64118,64035,0.13
2024-04-01,D042,6870,94409,101279,98255,3.08
2024-04-01,D042,3316,79069,82385,79942,3.06
2024-04-02,D042,4344,58515,62859,63428,-0.9
2024-04-04,D042,4969,88653,93622,92339,1.39
2024-04-05,D042,6759,74102,80861,79598,1.59
2024-04-06,D042,5277,87234,92511,90292,2.46
2024-04-13,D042,4868,85335,90203,91205,-1.1
2024-04-30,D042,6963,52446,59409,54980,8.06
2024-05-01,D042,4673,97086,101759,101692,0.07
2024-05-02,D042,5735,96379,102114,105033,-2.78
2024-05-07,D042,6245,96105,102350,98634,3.77
2024-05-09,D042,5896,50669,56565,55094,2.67
2024-05-14,D042,4065,62963,67028,63012,6.37
2024-05-18,D042,5268,96233,101501,100414,1.08
2024-05-18,D042,6866,61159,68025,68751,-1.06
2024-05-20,D042,5755,67905,73660,70986,3.77
2024-06-20,D042,3663,84766,88429,83435,5.99
2024-06-24,D042,4090,94097,98187,94132,4.31
2024-06-24,D042,3391,50968,54359,55169,-1.47
2024-06-26,D042,3849,76685,80534,76222,5.66
2024-06-26,D042,6286,98070,104356,100898,3.43
2024-06-30,D042,5159,73531,78690,77322,1.77
2024-07-03,D042,4857,74426,79283,79624,-0.43
2024-07-04,D042,6199,59425,65624,67187,-2.33
2024-07-05,D042,5222,98861,104083,104291,-0.2
2024-07-06,D042,3975,50189,54164,50063,8.19
2024-07-11,D042,4339,58493,62832,59141,6.24
2024-07-11,D042,4356,95617,99973,96879,3.19
2024-07-17,D042,4409,80313,84722,79763,6.22
2024-07-23,D042,4848,93344,98192,99170,-0.99
2024-07-27,D042,6144,93516,99660,98175,1.51
2024-07-27,D042,5652,64429,70081,70707,-0.89
2024-07-28,D042,5863,82551,88414,88758,-0.39
2024-07-30,D042,4516,78327,82843,83757,-1.09
2024-08-03,D042,3657,84714,88371,85827,2.96
2024-08-08,D042,5370,64162,69532,72530,-4.13
2024-08-09,D042,3051,60355,63406,65869,-3.74
2024-08-15,D042,4102,71087,75189,77841,-3.41
2024-08-20,D042,5537,51756,57293,57920,-1.08
2024-08-21,D042,6714,68066,74780,73369,1.92
2024-09-02,D042,4104,71242,75346,73688,2.25
2024-09-03,D042,3537,88754,92291,93450,-1.24
2024-09-04,D042,4925,80771,85696,86634,-1.08
2024-09-05,D042,6659,81368,88027,85744,2.66
2024-09-08,D042,3871,68753,72624,71986,0.89
2024-09-08,D042,5342,96152,101494,101605,-0.11
2024-09-13,D042,4098,64679,68777,70040,-1.8
2024-09-14,D042,4729,78173,82902,84575,-1.98
2024-09-15,D042,6674,87634,94308,95361,-1.1
2024-09-16,D042,4643,87617,92260,87670,5.24
2024-09-19,D042,4319,97685,102004,100439,1.56
2024-09-30,D042,3253,64456,67709,67606,0.15
2024-10-01,D042,3272,80699,83971,80240,4.65
2024-10-02,D042,5740,85057,90797,92558,-1.9
2024-10-09,D042,5520,73506,79026,81427,-2.95
2024-10-14,D042,4190,89532,93722,91621,2.29
2024-10-21,D042,4949,69844,74793,75665,-1.15
2024-10-22,D042,4760,91804,96564,98549,-2.01
2024-10-23,D042,3970,51112,55082,55305,-0.4
2024-10-26,D042,6979,80297,87276,85824,1.69
2024-11-02,D042,4983,66075,71058,69907,1.65
2024-11-12,D042,5581,63716,69297,65316,6.09
2024-11-12,D042,5221,97573,102794,103402,-0.59
2024-11-15,D042,3181,54429,57610,56004,2.87
2024-11-15,D042,4268,50449,54717,55892,-2.1
2024-11-16,D042,6193,91277,97470,95169,2.42
2024-11-21,D042,6854,79749,86603,82457,5.03
2024-11-22,D042,3597,69446,73043,73707,-0.9
2024-11-25,D042,4702,62125,66827,64042,4.35
2024-11-25,D042,4893,54858,59751,60788,-1.71
2024-11-27,D042,6879,85904,92783,94821,-2.15
2024-11-30,D042,4232,86885,91117,93440,-2.49
2024-12-16,D042,3622,56073,59695,62335,-4.24
2024-12-19,D042,6782,58734,65516,67825,-3.4
2024-12-19,D042,6562,52520,59082,59001,0.14
2024-12-23,D042,5427,71387,76814,73013,5.21
2024-12-29,D042,3071,88314,91385,91700,-0.34
2024-12-29,D042,6183,72936,79119,81089,-2.43
2024-01-01,D043,5360,66959,72319,68290,5.9
2024-01-02,D043,6912,84743,91655,91439,0.24
2024-01-07,D043,5778,98716,104494,105268,-0.74
2024-01-21,D043,6970,84846,91816,90474,1.48
2024-01-21,D043,5243,67073,72316,71316,1.4
2024-01-21,D043,3406,91974,95380,93949,1.52
2024-01-22,D043,4390,58418,62808,62293,0.83
2024-01-28,D043,6220,69875,76095,72672,4.71
2024-01-28,D043,3135,61164,64299,60751,5.84
2024-01-29,D043,4897,72135,77032,74064,4.01
2024-02-05,D043,3658,94293,97951,96959,1.02
2024-02-09,D043,5533,93936,99469,100202,-0.73
2024-02-10,D043,3180,67861,71041,73471,-3.31
2024-02-12,D043,3646,86724,90370,87313,3.5
2024-02-12,D043,6823,95002,101825,102919,-1.06
2024-02-19,D043,3514,60983,64497,64719,-0.34
2024-02-20,D043,4652,71924,76576,75435,1.51
2024-03-02,D043,4279,97664,101943,97895,4.14
2024-03-03,D043,5194,86323,91517,87044,5.14
2024-03-23,D043,4116,59609,63725,61806,3.1
2024-03-24,D043,4986,60942,65928,67854,-2.84
2024-03-27,D043,4101,75666,79767,79861,-0.12
2024-04-08,D043,5663,76162,81825,77296,5.86
2024-04-10,D043,5307,89901,95208,95195,0.01
2024-04-10,D043,6809,93371,100180,101073,-0.88
2024-04-16,D043,4214,84783,88997,85324,4.3
2024-04-17,D043,5312,61468,66780,62534,6.79
2024-04-18,D043,4395,81076,85471,82147,4.05
2024-04-21,D043,4151,57715,61866,61049,1.34
2024-04-25,D043,6912,65945,72857,75602,-3.63
2024-05-02,D043,4211,91701,95912,96871,-0.99
2024-05-02,D043,6901,77803,84704,81260,4.24
2024-05-04,D043,5348,54874,60222,57647,4.47
2024-05-05,D043,3216,73857,77073,76205,1.14
2024-05-07,D043,5754,65186,70940,72523,-2.18
2024-05-13,D043,5030,98068,103098,104648,-1.48
2024-05-20,D043,6939,83894,90833,90536,0.33
2024-05-20,D043,6147,83800,89947,86608,3.86
2024-05-22,D043,3341,55435,58776,54508,7.83
2024-05-22,D043,6107,99454,105561,104028,1.47
2024-05-28,D043,6905,66821,73726,74524,-1.07
2024-05-29,D043,4491,51989,56480,51612,9.43
2024-06-01,D043,4299,98175,102474,103216,-0.72
2024-06-04,D043,6047,60619,66666,62812,6.14
2024-06-05,D043,5922,99510,105432,104655,0.74
2024-06-06,D043,4574,86766,91340,92211,-0.94
2024-06-07,D043,5248,53558,58806,60226,-2.36
2024-06-08,D043,5892,86881,92773,90551,2.45
2024-06-10,D043,6044,64621,70665,70523,0.2
2024-06-13,D043,3705,83001,86706,88315,-1.82
2024-06-24,D043,3722,96622,100344,102598,-2.2
2024-07-05,D043,3301,58391,61692,61752,-0.1
2024-07-06,D043,3775,65445,69220,66265,4.46
2024-07-08,D043,6188,74846,81034,79169,2.36
2024-07-19,D043,3153,90385,93538,95014,-1.55
2024-07-19,D043,4158,70751,74909,73279,2.22
2024-07-20,D043,3633,82252,85885,81089,5.91
2024-07-26,D043,5984,76754,82738,81931,0.98
2024-07-26,D043,4865,63503,68368,65577,4.26
2024-07-28,D043,4771,83189,87960,85420,2.97
2024-08-01,D043,6734,90437,97171,96825,0.36
2024-08-07,D043,4464,52611,57075,54384,4.95
2024-08-10,D043,3212,61545,64757,63621,1.79
2024-08-14,D043,4548,57480,62028,62932,-1.44
2024-08-19,D043,6078,57971,64049,60356,6.12
2024-08-24,D043,3170,67458,70628,68181,3.59
2024-08-26,D043,4531,90940,95471,95126,0.36
2024-09-01,D043,4925,59664,64589,66490,-2.86
2024-09-02,D043,6247,89974,96221,93625,2.77
2024-09-06,D043,3189,73238,76427,73824,3.53
2024-09-07,D043,4959,80699,85658,85366,0.34
2024-09-13,D043,3871,66878,70749,67189,5.3
2024-09-19,D043,6452,99712,106164,107252,-1.01
2024-09-29,D043,3847,91401,95248,95698,-0.47
2024-09-29,D043,6960,61962,68922,71388,-3.45
2024-10-02,D043,4939,50788,55727,53782,3.62
2024-10-09,D043,4567,98785,103352,101077,2.25
2024-10-09,D043,4576,79007,83583,84374,-0.94
2024-10-21,D043,3188,96032,99220,97022,2.27
2024-10-22,D043,5224,53412,58636,61580,-4.78
2024-10-25,D043,3244,52895,56139,52546,6.84
2024-10-31,D043,4944,94105,99049,94422,4.9
2024-11-05,D043,5135,58003,63138,59007,7
2024-11-13,D043,3995,64548,68543,71291,-3.85
2024-11-23,D043,5112,58556,63668,61752,3.1
2024-12-02,D043,6005,74058,80063,78603,1.86
2024-12-03,D043,4686,80412,85098,82659,2.95
2024-12-06,D043,3471,98920,102391,99585,2.82
2024-12-07,D043,6442,66191,72633,72922,-0.4
2024-12-08,D043,3707,82563,86270,84071,2.62
2024-12-10,D043,3294,88256,91550,90523,1.13
2024-12-13,D043,3141,61408,64549,64710,-0.25
2024-12-22,D043,3815,94100,97915,94249,3.89
2024-12-31,D043,3783,61322,65105,63829,2
2024-01-08,D044,6401,96404,102805,102620,0.18
2024-01-12,D044,3818,60360,64178,62138,3.28
2024-01-12,D044,6989,83100,90089,87750,2.67
2024-01-13,D044,3663,90363,94026,92106,2.08
2024-01-15,D044,4679,60316,64995,61891,5.02
2024-01-16,D044,6008,94783,100791,96750,4.18
2024-01-25,D044,5192,53596,58788,58505,0.48
2024-02-07,D044,6770,71699,78469,80715,-2.78
2024-02-07,D044,3866,60619,64485,60335,6.88
2024-02-15,D044,6463,83910,90373,86297,4.72
2024-02-17,D044,5428,56200,61628,59232,4.05
2024-02-17,D044,4775,66218,70993,71733,-1.03
2024-02-20,D044,3530,59335,62865,64006,-1.78
2024-02-27,D044,4825,75338,80163,80840,-0.84
2024-03-01,D044,4077,73065,77142,77247,-0.14
2024-03-04,D044,3030,66363,69393,68251,1.67
2024-03-18,D044,6297,64497,70794,71978,-1.64
2024-03-22,D044,4989,89825,94814,89924,5.44
2024-03-23,D044,6289,71217,77506,76653,1.11
2024-04-06,D044,4577,91971,96548,97274,-0.75
2024-04-07,D044,4838,92320,97158,95000,2.27
2024-04-09,D044,5299,72485,77784,79684,-2.38
2024-04-11,D044,5009,94298,99307,95297,4.21
2024-04-12,D044,3561,76997,80558,78841,2.18
2024-04-14,D044,3159,97857,101016,97692,3.4
2024-04-15,D044,5461,59557,65018,66775,-2.63
2024-04-15,D044,5972,88878,94850,90895,4.35
2024-04-30,D044,4859,90984,95843,95340,0.53
2024-05-01,D044,4354,55620,59974,59220,1.27
2024-05-04,D044,6909,75664,82573,84781,-2.6
2024-05-09,D044,3148,63105,66253,67509,-1.86
2024-05-16,D044,3366,93919,97285,100102,-2.81
2024-05-19,D044,4725,88379,93104,89977,3.48
2024-05-29,D044,6877,72770,79647,80837,-1.47
2024-06-03,D044,3866,98025,101891,101443,0.44
2024-06-09,D044,6792,78399,85191,81717,4.25
2024-06-12,D044,5653,81574,87227,85087,2.52
2024-06-13,D044,3320,86725,90045,90663,-0.68
2024-06-18,D044,5343,83120,88463,88508,-0.05
2024-06-30,D044,5214,75289,80503,77526,3.84
2024-07-06,D044,6640,57710,64350,65731,-2.1
2024-07-18,D044,6735,74594,81329,83205,-2.25
2024-07-22,D044,5259,68028,73287,71916,1.91
2024-07-30,D044,3667,79265,82932,78170,6.09
2024-08-03,D044,5280,95760,101040,99382,1.67
2024-08-05,D044,4695,76309,81004,78469,3.23
2024-08-07,D044,5205,93484,98689,100620,-1.92
2024-08-07,D044,6256,70014,76270,72667,4.96
2024-08-09,D044,3762,92808,96570,93026,3.81
2024-08-12,D044,3941,63453,67394,66675,1.08
2024-08-15,D044,5830,58234,64064,66121,-3.11
2024-08-16,D044,6973,76898,83871,85318,-1.7
2024-08-17,D044,5972,68429,74401,73465,1.27
2024-08-18,D044,3719,50074,53793,55500,-3.08
2024-08-21,D044,4318,96994,101312,98758,2.59
2024-08-25,D044,4157,51996,56153,53842,4.29
2024-08-26,D044,5424,87129,92553,88484,4.6
2024-08-27,D044,3881,84828,88709,85224,4.09
2024-09-01,D044,6326,72560,78886,80840,-2.42
2024-09-03,D044,3004,89142,92146,87778,4.98
2024-09-03,D044,3246,99916,103162,103740,-0.56
2024-09-07,D044,4202,95719,99921,98801,1.13
2024-09-09,D044,6301,51542,57843,55550,4.13
2024-09-10,D044,3480,88031,91511,90417,1.21
2024-09-16,D044,6788,76563,83351,80585,3.43
2024-09-20,D044,3034,64541,67575,67423,0.23
2024-09-29,D044,6232,86526,92758,89761,3.34
2024-10-02,D044,6060,63731,69791,68689,1.6
2024-10-04,D044,6764,90634,97398,98385,-1
2024-10-07,D044,5097,57181,62278,60025,3.75
2024-10-07,D044,6199,86068,92267,90037,2.48
2024-10-08,D044,4710,56305,61015,61617,-0.98
2024-10-09,D044,4094,63715,67809,65128,4.12
2024-10-09,D044,5925,64515,70440,72320,-2.6
2024-10-13,D044,6754,81820,88574,84359,5
2024-10-17,D044,6185,68300,74485,70445,5.73
2024-10-22,D044,6052,82036,88088,86659,1.65
2024-10-29,D044,5594,67110,72704,70878,2.58
2024-10-29,D044,6066,71256,77322,79876,-3.2
2024-10-29,D044,3470,51987,55457,58367,-4.99
2024-10-30,D044,3131,57588,60719,62816,-3.34
2024-11-01,D044,4174,83932,88106,90014,-2.12
2024-11-01,D044,3477,77302,80779,80688,0.11
2024-11-03,D044,4581,50658,55239,53416,3.41
2024-11-07,D044,5203,67774,72977,74235,-1.69
2024-11-29,D044,4908,58567,63475,62945,0.84
2024-11-30,D044,4064,53134,57198,58128,-1.6
2024-12-02,D044,5466,76514,81980,83041,-1.28
2024-12-05,D044,4763,58712,63475,60678,4.61
2024-12-10,D044,6632,91434,98066,99984,-1.92
2024-12-21,D044,5025,59795,64820,60609,6.95
2024-12-27,D044,6425,78475,84900,84308,0.7
2024-12-29,D044,4264,70614,74878,74717,0.22
2024-01-08,D045,3207,96716,99923,101777,-1.82
2024-01-09,D045,6392,52106,58498,56021,4.42
2024-01-14,D045,5790,91628,97418,99919,-2.5
2024-01-16,D045,5543,78702,84245,82988,1.51
2024-01-16,D045,4764,54290,59054,56172,5.13
2024-01-16,D045,6596,76979,83575,82124,1.77
2024-01-21,D045,3669,51283,54952,57029,-3.64
2024-01-25,D045,6582,81521,88103,85405,3.16
2024-01-29,D045,4042,67198,71240,72825,-2.18
2024-01-31,D045,4764,56009,60773,59315,2.46
2024-02-04,D045,4307,69814,74121,70597,4.99
2024-02-04,D045,6110,50661,56771,57299,-0.92
2024-02-04,D045,5749,72499,78248,77000,1.62
2024-02-10,D045,4180,99216,103396,103828,-0.42
2024-02-16,D045,6211,60485,66696,65964,1.11
2024-02-20,D045,5804,67833,73637,76091,-3.23
2024-02-20,D045,5485,55895,61380,61026,0.58
2024-03-01,D045,3122,87571,90693,91316,-0.68
2024-03-06,D045,4093,53880,57973,58479,-0.87
2024-03-06,D045,4202,71258,75460,72898,3.51
2024-03-09,D045,3862,87044,90906,85909,5.82
2024-03-17,D045,3368,73360,76728,75107,2.16
2024-03-17,D045,4927,97738,102665,101365,1.28
2024-03-17,D045,6248,64678,70926,70195,1.04
2024-03-18,D045,4360,66267,70627,71743,-1.56
2024-03-19,D045,3621,64327,67948,63564,6.9
2024-03-19,D045,3463,88785,92248,92596,-0.38
2024-03-22,D045,5881,56476,62357,62753,-0.63
2024-03-27,D045,3457,63890,67347,63751,5.64
2024-03-28,D045,3481,98737,102218,104619,-2.29
2024-03-30,D045,5150,83755,88905,88584,0.36
2024-03-30,D045,6413,90795,97208,92249,5.38
2024-03-30,D045,3228,66533,69761,66887,4.3
2024-04-06,D045,3032,60886,63918,61032,4.73
2024-04-07,D045,6798,58996,65794,68720,-4.26
2024-04-12,D045,3959,55622,59581,56617,5.24
2024-04-14,D045,5542,57938,63480,62339,1.83
2024-04-14,D045,5395,63080,68475,65098,5.19
2024-04-20,D045,5025,78288,83313,85549,-2.61
2024-04-25,D045,6926,79961,86887,85477,1.65
2024-04-26,D045,6015,74767,80782,80947,-0.2
2024-04-30,D045,3992,64746,68738,67470,1.88
2024-05-02,D045,4423,97802,102225,100165,2.06
2024-05-05,D045,4775,61573,66348,64323,3.15
2024-05-05,D045,3490,69937,73427,71987,2
2024-05-13,D045,3238,69920,73158,70459,3.83
2024-05-19,D045,4932,88215,93147,91588,1.7
2024-05-25,D045,5927,86527,92454,90342,2.34
2024-05-25,D045,4751,52303,57054,53083,7.48
2024-05-25,D045,5158,56371,61529,60323,2
2024-05-29,D045,4511,70758,75269,77187,-2.48
2024-05-30,D045,3452,60589,64041,65066,-1.58
2024-06-02,D045,3525,65034,68559,66128,3.68
2024-06-03,D045,5304,73027,78331,74899,4.58
2024-06-04,D045,6309,76999,83308,82131,1.43
2024-06-06,D045,6681,91205,97886,97983,-0.1
2024-06-07,D045,6273,61221,67494,68159,-0.98
2024-06-08,D045,3163,91424,94587,94545,0.04
2024-06-08,D045,6008,98293,104301,103001,1.26
2024-06-09,D045,5448,95253,100701,102418,-1.68
2024-06-11,D045,3449,92314,95763,91343,4.84
2024-06-15,D045,3390,67038,70428,67593,4.19
2024-06-18,D045,6761,87564,94325,92719,1.73
2024-06-28,D045,5510,80289,85799,88787,-3.37
2024-07-01,D045,4156,85829,89985,85828,4.84
2024-07-05,D045,5545,66983,72528,69694,4.07
